Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
3754      1.877          2603818.772802223    1980551248.6711345    0.007152022067206701
3756      1.878          2305913.0922559365    1983006114.6036634    0.007160886899830073
3758      1.879          2069079.2152869715    1985193610.7574348    0.007168786226229327
3760      1.88          1902680.2009815883    1987179490.465569    0.0071759574900403114
3762      1.881          1819317.008143749    1989040489.0701318    0.0071826777923277695
3764      1.882          1827495.9455883715    1990863895.5469978    0.007189262344668329
3766      1.883          1916398.973427581    1992735843.0065057    0.007196022184661378
3768      1.884          2062311.8217091658    1994725198.4040742    0.007203205999628284
3770      1.885          2235014.924775837    1996873861.7773166    0.00721096509592571
3772      1.886          2399698.3304407736    1999191218.4049249    0.0072193333649868425
3774      1.887          2521709.876372505    2001651922.5083315    0.007228219279986638
3776      1.888          2577971.860152777    2004201763.376594    0.007237427079163719
3778      1.889          2543277.6248222864    2006762388.1190815    0.007246673820280059
3780      1.89          2401134.046676393    2009234593.9548311    0.007255601269495937
3782      1.891          2153999.481918556    2011512160.7191286    0.00726382585230778
3784      1.892          1824032.8137707212    2013501176.866973    0.00727100844220085
3786      1.893          1437651.259458885    2015132018.9035878    0.007276897619894092
3788      1.894          1025775.1548903302    2016363732.1107626    0.007281345492699249
3790      1.895          618263.2309972395    2017185751.3037062    0.0072843139083923775
3792      1.896          227776.00931075614    2017608770.92386    0.0072858414859595984
3794      1.897          -121450.263367013    2017661933.796832    0.007286033463845002
3796      1.898          -397585.755229033    2017402415.7875342    0.007285096311357491
3798      1.899          -579914.5530515404    2016913665.6333938    0.007283331372484988
3800      1.9          -657737.9478612848    2016294839.3829374    0.007281096712310454
3802      1.901          -618346.1610410432    2015656797.328486    0.007278792661427496
3804      1.902          -450018.95951554674    2015122614.768208    0.007276863660367013
3806      1.903          -156247.10942445832    2014819481.733738    0.007275769008484977
3808      1.904          231864.2041200441    2014857290.2810855    0.00727590553995072
3810      1.905          680205.4746078817    2015313325.1204495    0.007277552339667079
3812      1.906          1159705.5378996213    2016233280.6267033    0.007280874415824405
3814      1.907          1642484.1779673537    2017634375.4846368    0.007285933947280061
3816      1.908          2101912.7950332975    2019506573.971137    0.007292694693763459
3818      1.909          2514086.9764308254    2021814573.8568692    0.007301029174441473
3820      1.91          2868871.7811071007    2024506053.2356381    0.007310748448266527
3822      1.911          3169189.3278737823    2027525083.7901287    0.007321650550982514
3824      1.912          3420433.222257895    2030819895.0651946    0.007333548532901621
3826      1.913          3635100.469000287    2034347661.9108233    0.007346287746968827
3828      1.914          3824892.5482881344    2038077658.419468    0.007359757238030131
3830      1.915          3987366.054708535    2041983787.7209663    0.007373862766973361
3832      1.916          4116499.8962142332    2046035720.6964273    0.0073884948114987335
3834      1.917          4207876.0325237075    2050197908.6607966    0.0074035250007902275
3836      1.918          4266906.735650852    2054435300.0448837    0.0074188267591803305
3838      1.919          4309397.521659735    2058723452.1735392    0.007434311821065127
3840      1.92          4343951.386163731    2063050126.627451    0.007449935991958336
3842      1.921          4365465.492924588    2067404835.0669951    0.0074656613971336725
3844      1.922          4378529.358814626    2071776832.4928646    0.00748144923503414
3846      1.923          4400217.435361058    2076166205.8899527    0.007497299819773236
3848      1.924          4453766.198242749    2080593197.7067544    0.0075132862494030435
3850      1.925          4550661.711838739    2085095411.6617951    0.007529544315726417
3852      1.926          4692101.700169903    2089716793.3677995    0.007546232711931518
3854      1.927          4876596.761438225    2094501142.5986037    0.007563509604563755
3856      1.928          5095055.245156537    2099486968.601901    0.0075815140554068025
3858      1.929          5337168.07240539    2104703080.260682    0.007600350096995549
3860      1.93          5593367.143199806    2110168347.8684845    0.007620085872356283
3862      1.931          5847646.180091179    2115888854.53013    0.007640743348353
3864      1.932          6080176.798564297    2121852766.0194578    0.0076622797900922175
3866      1.933          6265144.942255414    2128025426.8898678    0.007684570052355401
3868      1.934          6367921.013313928    2134341959.8676524    0.007707379855068492
3870      1.935          6354310.919243384    2140703075.833931    0.007730350652614585
3872      1.936          6201711.204879    2146981086.895992    0.007753021347798137
3874      1.937          5905646.136931205    2153034765.5668974    0.0077748819502294775
3876      1.938          5476503.595128523    2158725840.432927    0.007795433144274711
3878      1.939          4930931.904063093    2163929558.182523    0.0078142244298835
3880      1.94          4293459.42188021    2168541753.8454943    0.007830879654120682
3882      1.941          3614568.468068433    2172495767.790469    0.007845158100592328
3884      1.942          2958044.6609868393    2175782074.3549967    0.007857025370921675
3886      1.943          2377528.0648063184    2178449860.717893    0.007866659086257662
3888      1.944          1896010.1524902063    2180586629.8265414    0.007874375230855197
3890      1.945          1524215.5264860857    2182296742.66603    0.007880550665484138
3892      1.946          1270766.5128715092    2183694233.685708    0.007885597183022206
3894      1.947          1146243.6394133496    2184902738.761851    0.00788996124831903
3896      1.948          1142149.87840321    2186046935.520759    0.007894093088115868
3898      1.949          1234769.2887374042    2187235395.104329    0.007898384766593453
3900      1.95          1401916.0981184633    2188553737.797757    0.007903145469474463
3902      1.951          1627977.7150546524    2190068684.704344    0.007908616135135766
3904      1.952          1881087.819654115    2191823217.4716983    0.007914951975765073
3906      1.953          2104751.1972946073    2193816136.9801726    0.007922148661189062
3908      1.954          2235837.3125201794    2195986431.23508    0.007929985869347065
3910      1.955          2250240.3174068443    2198229470.0500436    0.007938085767349192
3912      1.956          2152970.0576505144    2200431075.237572    0.007946036043261035
3914      1.957          1938305.0608817989    2202476712.7968383    0.007953423100261047
3916      1.958          1608177.769022464    2204249954.21179    0.007959826500192621
3918      1.959          1186958.8558138919    2205647522.5242085    0.00796487329684459
3920      1.96          723859.9061148206    2206602931.905173    0.007968323401445751
3922      1.961          277109.0711411182    2207103416.3938007    0.00797013071449022
3924      1.962          -88168.80790834177    2207197886.5254173    0.007970471858132155
3926      1.963          -318656.72061051114    2206994473.761158    0.007969737308809227
3928      1.964          -386002.3006515219    2206642144.250527    0.007968465002204361
3930      1.965          -285495.1828353324    2206306395.5087833    0.007967252570861522
3932      1.966          -26579.530207606724    2206150358.1522617    0.007966689100152092
3934      1.967          339741.19726717385    2206306938.9857917    0.007967254533426015
3936      1.968          740919.0550544584    2206847269.111953    0.007969205734127575
3938      1.969          1119211.7718746075    2207777334.5254173    0.007972564318443688
3940      1.97          1440089.5266253704    2209056985.1746674    0.007977185299439705
3942      1.971          1681016.8252026949    2210617538.350581    0.007982820655131043
3944      1.972          1821579.56830436    2212368836.5473347    0.007989144815315158
3946      1.973          1850194.3146335143    2214204723.488804    0.00799577443619828
3948      1.974          1762868.6602226745    2216011254.9762316    0.008002298050809037
3950      1.975          1545623.0784154993    2217665500.8455505    0.008008271742714203
3952      1.976          1201691.2838795562    2219039158.026698    0.008013232193234703
3954      1.977          764632.2615873077    2220022319.799432    0.008016782515246791
3956      1.978          258350.20525232053    2220533811.032851    0.008018629575044437
3958      1.979          -281221.3101632236    2220522375.4803963    0.008018588279812331
3960      1.98          -819036.3724687092    2219972246.63908    0.008016601694706018
3962      1.981          -1288691.488951745    2218918382.70837    0.008012796058223082
3964      1.982          -1639969.921698721    2217454052.0030446    0.008007508174092235
3966      1.983          -1841481.6767562653    2215713326.2038174    0.008001222192178168
3968      1.984          -1904463.7482934103    2213840353.4912925    0.007994458649866277
3970      1.985          -1872634.7061838116    2211951804.264054    0.00798763885878171
3972      1.986          -1809221.100192332    2210110876.3608656    0.007980991034345674
3974      1.987          -1762657.490089428    2208324937.065725    0.007974541780756246
3976      1.988          -1743208.9638943064    2206572003.8387327    0.00796821171627031
3978      1.989          -1725486.6832759988    2204837656.0151477    0.00796194876603622
3980      1.99          -1662270.6699020907    2203143777.3385587    0.00795583195503107
3982      1.991          -1520268.4410635002    2201552507.783076    0.007950085678592466
3984      1.992          -1257221.761618889    2200163762.6817346    0.007945070743676149
3986      1.993          -934604.8910507503    2199067849.3554    0.0079411132614858
3988      1.994          -715700.2107951436    2198242696.804477    0.007938133530839105
3990      1.995          -598828.3884333345    2197585432.504863    0.00793576006598785
3992      1.996          -428213.08988400176    2197071911.765704    0.007933905677387255
3994      1.997          -60319.888907001354    2196827645.2763085    0.007933023600074886
3996      1.998          597247.8898043319    2197096109.2767572    0.007933993057672485
3998      1.999          1353788.6771399998    2198071627.5602293    0.00793751577807421
4000      2.0          2158619.7708299984    2199827831.7842145    0.007943857654545668
Chunk 2 of size 2ps
Start time: 0.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
0      0.0          19811222.83365914    0.0    0.0
2      0.001          19304177.108967338    19557699.97131324    7.062533820949684e-05
4      0.002          17845458.048593096    38132517.55009346    0.00013770136328428856
6      0.003          15608291.429979043    54859392.28937952    0.0001981042320972231
8      0.004          12805593.702994116    69066334.8558661    0.0002494073058304704
10      0.005          9673714.9107324    80305989.16272937    0.0002899951248452001
12      0.006          6466997.687086703    88376345.46163891    0.0003191382062871718
14      0.007          3439557.8067166503    93329623.20854059    0.0003370251212431034
16      0.008          820444.2153902571    95459624.21959405    0.000344716825380751
18      0.009          -1208066.227479199    95265813.21354957    0.00034401694922605545
20      0.01          -2524321.5303479303    93399619.334636    0.0003372778861431732
22      0.011          -3074195.3881002245    90600360.87541193    0.00032716940837183633
24      0.012          -2872301.3438849566    87627112.50941934    0.0003164326309523512
26      0.013          -1996541.9774299276    85192690.8487619    0.0003076416251909047
28      0.014          -578000.4790200468    83905419.62053691    0.000302993125316477
30      0.015          1212882.519683635    84222860.64086871    0.0003041394451524181
32      0.016          3183395.0576696172    86420999.42954533    0.0003120772034578123
34      0.017          5137698.122287483    90581546.01952387    0.0003271014655379445
36      0.018          6893620.167973328    96597205.16465428    0.000348824774633649
38      0.019          8298238.755730088    104193134.626506    0.00037625464052000744
40      0.02          9241079.350307062    112962793.67952457    0.00040792299301083585
42      0.021          9661855.967172975    122414261.33826458    0.0004420534429591287
44      0.022          9552862.58919039    132021620.61644627    0.00047674683734174884
46      0.023          8955415.508762576    141275759.66542277    0.0005101647086216195
48      0.024          7951052.158675526    149728993.4991418    0.0005406904094630299
50      0.025          6650628.042941389    157029833.59995028    0.0005670546701935535
52      0.026          5183208.213447795    162946751.72814488    0.0005884214129380782
54      0.027          3684823.3351892405    167380767.5024634    0.0006044332069704447
56      0.028          2285659.673339788    170366009.0067279    0.0006152132931352265
58      0.029          1097803.3032191973    172057740.4950074    0.0006213223503707217
60      0.03          205699.19958768974    172709491.74641085    0.0006236759069047901
62      0.031          -338943.6195348017    172642869.5364373    0.0006234353256442866
64      0.032          -518650.95146939025    172214072.25093517    0.0006218868841937927
66      0.033          -350091.62644534576    171779700.9619778    0.000620318314308985
68      0.034          118702.37400328259    171664006.33575678    0.0006199005263217541
70      0.035          814877.9054846779    172130796.47550076    0.0006215861647935904
72      0.036          1648868.3459987687    173362669.60124248    0.0006260346150850004
74      0.037          2524856.9501395775    175449532.24931166    0.0006335705411158135
76      0.038          3353776.9384448538    178388849.19360387    0.0006441847878626207
78      0.039          4062927.8708728184    182097201.5982627    0.0006575761193158685
80      0.04          4598781.297379122    186428056.18238866    0.0006732153851901117
82      0.041          4926335.6968321875    191190614.67949432    0.0006904135887157799
84      0.042          5030352.29362019    196168958.6747205    0.0007083910210775494
86      0.043          4914931.177592239    201141600.41032672    0.000726347861855707
88      0.044          4600028.669865773    205899080.33405572    0.000743527726007989
90      0.045          4118140.1544819325    210258164.7462296    0.0007592689333761913
92      0.046          3511151.6596488315    214072810.65329498    0.0007730441041647366
94      0.047          2827095.532921958    217241934.24958038    0.0007844882119148119
96      0.048          2117059.5324862218    219714011.78228444    0.0007934151978121008
98      0.049          1430862.03432947    221487972.56569228    0.0007998211954745217
100      0.05          813110.8964632091    222609959.03108862    0.0008038728310810258
102      0.051          300517.10192494787    223166773.0302827    0.0008058835571413777
104      0.052          -79898.12157388401    223277082.52045825    0.0008062818987184954
106      0.053          -311915.2521129758    223081175.83361483    0.0008055744547943061
108      0.054          -390416.6196709856    222730009.89772284    0.0008043063500055834
110      0.055          -321192.1384759188    222374205.5186494    0.000803021495209501
112      0.056          -120516.96278074382    222153350.96802104    0.0008022239613810799
114      0.057          187730.5702753284    222186957.77176833    0.0008023453198171063
116      0.058          575035.5739493882    222568340.84388068    0.0008037225425219652
118      0.059          1009001.2808418684    223360359.27127632    0.0008065826216409321
120      0.06          1455492.5568418358    224592606.19011816    0.0008110324217466943
122      0.061          1881935.5205565738    226261320.22881737    0.0008170583600487918
124      0.062          2260175.7240287615    228332375.85111004    0.0008245372049022073
126      0.063          2567711.3311719373    230746319.3787104    0.0008332542615246865
128      0.064          2787897.197026218    233424123.64280948    0.0008429241527740782
130      0.065          2909965.0258840653    236273054.75426462    0.0008532120048005029
132      0.066          2931035.8626598124    239193555.19853657    0.000863758302776248
134      0.067          2856985.4382333746    242087565.84898317    0.0008742089427425768
136      0.068          2701889.295225378    244867003.21571255    0.0008842458440318544
138      0.069          2484166.2268954613    247460030.97677296    0.0008936095965630887
140      0.07          2223368.1740781497    249813798.17725977    0.0009021093488266286
142      0.071          1939157.7820658549    251895061.15533176    0.0009096250537379852
144      0.072          1651675.210157934    253690477.65144366    0.0009161085307036204
146      0.073          1380644.1206606866    255206637.31685296    0.000921583575791038
148      0.074          1142114.5749951648    256468016.66468087    0.0009261385767973674
150      0.075          945975.2321037721    257512061.56823033    0.0009299087555263201
152      0.076          797636.818512036    258383867.59353822    0.0009330569577934967
154      0.077          700932.396617334    259133152.2011029    0.0009357627196623281
156      0.078          657470.7575108947    259812353.77816704    0.0009382154028082471
158      0.079          664644.3043555124    260473411.30910024    0.0009406025654994925
160      0.08          714100.7767779758    261162783.849667    0.0009430919772862201
162      0.081          793189.8424053759    261916429.1592587    0.0009458134862038323
164      0.082          888446.7964543746    262757247.47868857    0.000948849787929985
166      0.083          987816.9338804622    263695379.34385598    0.0009522375012275475
168      0.084          1081034.8825254082    264729805.25205892    0.0009559729445427971
170      0.085          1159842.7615090024    265850244.07407612    0.0009600189914125252
172      0.086          1219505.6119373117    267039918.26079926    0.0009643150559763375
174      0.087          1259573.937400694    268279458.03546825    0.000968791191510604
176      0.088          1282192.1601583837    269550341.0842478    0.0009733805115879356
178      0.089          1290240.8833872064    270836557.6060206    0.0009780252027834283
180      0.09          1286734.116932049    272125045.10618025    0.0009826780947702653
182      0.091          1274518.0895244654    273405671.2094085    0.0009873025982544718
184      0.092          1257359.1527484497    274671609.830545    0.0009918740633756962
186      0.093          1239910.5675901768    275920244.6907143    0.0009963830424186803
188      0.094          1225740.0046794487    277153069.97684914    0.001000834931082184
190      0.095          1215478.1986977113    278373679.0785377    0.0010052427055523307
192      0.096          1207093.4747129593    279584964.91524297    0.0010096168125286705
194      0.097          1196544.8798362378    280786784.09251755    0.0010139567341956445
196      0.098          1179545.2604466043    281974829.162659    0.0010182469158126002
198      0.099          1152226.0490354106    283140714.8174    0.0010224570769665426
200      0.1          1111611.6249574379    284272633.6543964    0.0010265445796281965
202      0.101          1056354.2545249301    285356616.5941376    0.0010304589796775294
204      0.102          987366.357603448    286378476.9002018    0.0010341490470077625
206      0.103          907261.4595411666    287325790.8087741    0.0010375699178300788
208      0.104          820017.5671039221    288189430.32209665    0.001040688629785419
210      0.105          731017.0317736391    288964947.6215354    0.0010434891212358715
212      0.106          647346.0794382762    289654129.17714137    0.0010459778433516524
214      0.107          575435.1431071096    290265519.78841406    0.0010481856524888506
216      0.108          520170.945345281    290813322.83264023    0.0010501638388465211
218      0.109          485746.2742408177    291316281.4424333    0.001051980086256703
220      0.11          475782.45759014296    291797045.8083488    0.0010537161874338177
222      0.111          491011.5833594093    292280442.82882357    0.0010554617954608647
224      0.112          528335.8572080627    292790116.5491073    0.0010573022919877738
226      0.113          581404.7265636132    293344986.84099317    0.0010593059990742061
228      0.114          641878.629306936    293956628.51892847    0.0010615147148450056
230      0.115          699998.3506712785    294627567.00891757    0.0010639375589341752
232      0.116          746659.6954533216    295350896.03197986    0.0010665495918912946
234      0.117          774547.5694071358    296111499.6644101    0.0010692962281963073
236      0.118          777577.0452061315    296887561.97171676    0.001072098687739381
238      0.119          750452.5717416654    297651576.78019065    0.001074857642234269
240      0.12          690232.6387073806    298371919.38541514    0.0010774588908573338
242      0.121          598853.9100007676    299016462.65976924    0.001079786418470943
244      0.122          482635.9460340759    299557207.5877867    0.0010817391170746804
246      0.123          351133.1222778438    299974092.12194264    0.0010832445400672747
248      0.124          216419.55678120503    300257868.46147215    0.0010842692924657939
250      0.125          92557.76062482405    300412357.1201752    0.0010848271706307335
252      0.126          -7901.21963905824    300454685.3906681    0.0010849800233907088
254      0.127          -75370.67584970253    300413049.4429237    0.0010848296706960957
256      0.128          -101700.41857472213    300324513.8957114    0.00108450995759207
258      0.129          -81731.53374400786    300232797.9195521    0.0010841787595552372
260      0.13          -16390.261567917245    300183737.0218961    0.0010840015944236065
262      0.131          87286.91922642305    300219185.35072535    0.001084129602840557
264      0.132          219449.2753527167    300372553.4480149    0.0010846834345159336
266      0.133          368957.26896911685    300666756.72017586    0.001085745839892291
268      0.134          523725.80199839146    301113098.2556596    0.0010873576358573953
270      0.135          670287.3198843813    301710104.816601    0.0010895135023622309
272      0.136          793939.0772628093    302442218.01517457    0.0010921572560926148
274      0.137          881222.8100505512    303279798.95883125    0.0010951818672437395
276      0.138          923454.559668242    304182137.64369065    0.001098440326821869
278      0.139          916623.0428493461    305102176.44494945    0.001101762703768037
280      0.14          861193.0428873826    305991084.48781776    0.0011049726635923927
282      0.141          762461.5492728957    306802911.78389794    0.0011079042750516883
284      0.142          630055.7142059647    307499170.4156374    0.001110418553388098
286      0.143          477300.64598156145    308052848.59573114    0.0011124179556074643
288      0.144          321662.5757175807    308452330.2065807    0.001113860534434019
290      0.145          181305.0710769973    308703814.02997804    0.0011147686744559901
292      0.146          71344.48195274557    308830138.80649287    0.0011152248492658442
294      0.147          2041.3677052272305    308866831.7313219    0.0011153573520770003
296      0.148          -19682.57203162881    308858011.1291587    0.0011153254997624694
298      0.149          9036.949046080686    308852688.3176659    0.0011153062784142302
300      0.15          84957.04950281732    308899685.3169403    0.001115475990546713
302      0.151          198889.8240631037    309041608.7537233    0.001115988494099654
304      0.152          337939.07698373025    309310023.2042467    0.0011169577727661811
306      0.153          488251.698584842    309723118.592031    0.0011184495126700471
308      0.154          635880.358439515    310285184.6205432    0.0011204792044752169
310      0.155          766993.9670153974    310986621.78327066    0.0011230121831446412
312      0.156          868964.4514953424    311804600.992526    0.0011259660099436377
314      0.157          931789.5434856622    312704977.9900165    0.0011292173856195652
316      0.158          950062.0444892314    313645903.784004    0.0011326151881488951
318      0.159          924273.2292815564    314583071.4208894    0.0011359994194956849
320      0.16          860625.7976278793    315475520.93434405    0.0011392221680200558
322      0.161          769331.0330457231    316290499.3496809    0.0011421651585711446
324      0.162          662546.4997591629    317006438.1160833    0.0011447505043729836
326      0.163          552865.9615161798    317614144.346721    0.0011469450087438328
328      0.164          452366.4028737636    318116760.52891594    0.0011487600196044732
330      0.165          371326.6418759024    318528607.0512908    0.0011502472496967538
332      0.166          317392.3063555255    318872966.5254065    0.0011514907754876563
334      0.167          295775.1248072274    319179550.2409879    0.0011525978882173853
336      0.168          308683.25246246345    319481779.4296227    0.001153689276197333
338      0.169          354121.17612193525    319813181.64391494    0.0011548860116775837
340      0.17          426615.8393294322    320203550.1516406    0.0011562956819314938
342      0.171          518154.30167445936    320675935.2221426    0.0011580015244087923
344      0.172          617921.2782222796    321243973.0120909    0.0011600527810028559
346      0.173          713413.8972584709    321909640.5998313    0.0011624565911946586
348      0.174          792892.6245389904    322662793.86073005    0.0011651763232619558
350      0.175          846861.3253250509    323482670.83566207    0.0011681370031338062
352      0.176          867791.8791737607    324339997.43791145    0.0011712329183655907
354      0.177          851403.0170408619    325199594.88601875    0.0011743370339101407
356      0.178          798641.0512688482    326024616.92017365    0.001177316293244211
358      0.179          714771.9232455236    326781323.4074308    0.001180048856463109
360      0.18          606393.7830306978    327441906.2605689    0.0011824343050325576
362      0.181          481976.7202307315    327986091.51219964    0.0011843994270817459
364      0.182          352518.3952755675    328403339.0699528    0.0011859061609986496
366      0.183          229891.45517585645    328694543.9951785    0.001186957738963467
368      0.184          125755.48227346757    328872367.4639032    0.001187599882090659
370      0.185          51642.40464234812    328961066.4073611    0.001187920185239277
372      0.186          16865.08964127949    328995320.15450287    0.0011880438798700557
374      0.187          26284.68106732193    329016895.0398572    0.0011881217895208435
376      0.188          79569.96894073766    329069822.36486125    0.001188312916812622
378      0.189          172641.14177539802    329195927.9202193    0.0011887682999870406
380      0.19          298649.9358767327    329431573.45904535    0.001189619245952137
382      0.191          447702.285836082    329804749.56990176    0.0011909668322777065
384      0.192          607241.7849237773    330332221.60528165    0.0011928716007806183
386      0.193          763391.5917666233    331017538.29362684    0.001195346366369925
388      0.194          902304.2979323355    331850386.23847634    0.0011983538860613182
390      0.195          1011724.8925534689    332807400.83371925    0.0012018097872950825
392      0.196          1083355.831371939    333854941.1956819    0.00120559258856825
394      0.197          1113965.5202468873    334953601.8714914    0.0012095599917864366
396      0.198          1105133.0796096276    336063151.1714196    0.001213566715209052
398      0.199          1061661.8308686225    337146548.62665874    0.0012174790009994976
400      0.2          990806.1717442924    338172782.6279652    0.001221184862298662
402      0.201          900923.3198004708    339118647.3737376    0.0012246005000100797
404      0.202          800666.063077059    339969442.0651763    0.0012276728276824464
406      0.203          699924.0247235756    340719737.1090766    0.0012303822383651999
408      0.204          609463.9792241021    341374431.1110505    0.001232746421545275
410      0.205          538603.4948816863    341948464.8481034    0.0012348193302657527
412      0.206          493229.8535755393    342464381.522332    0.0012366823708921432
414      0.207          475727.5824023852    342948860.240321    0.0012384318850662773
416      0.208          485836.06917765085    343429642.06611097    0.0012401680492932163
418      0.209          521001.5582022433    343933060.8798009    0.0012419859585581106
420      0.21          576484.5065302268    344481803.9121672    0.0012439675393323233
422      0.211          645307.7058696205    345092700.01836705    0.0012461735627489067
424      0.212          719421.5584929561    345775064.65054834    0.001248637668088527
426      0.213          790868.3564249567    346530209.6080073    0.0012513645924250266
428      0.214          852981.4627509762    347352134.5175953    0.0012543326676489849
430      0.215          900063.6196296691    348228657.0587856    0.0012574979018539587
432      0.216          927186.0780426776    349142281.9076218    0.001260797117203427
434      0.217          930268.8158579431    350071009.3545721    0.0012641508699525498
436      0.218          908475.3729295556    350990381.44896585    0.0012674708393355636
438      0.219          865368.1216898636    351877303.19627553    0.0012706736263944193
440      0.22          806569.768165011    352713272.141203    0.0012736924164134266
442      0.221          737251.7099467829    353485182.8802589    0.0012764798841163431
444      0.222          661639.9026948469    354184628.6865797    0.0012790056717449025
446      0.223          586023.4348439351    354808460.35534906    0.0012812584071205987
448      0.224          518794.03721602197    355360869.09137905    0.0012832532252162452
450      0.225          468897.665809157    355854714.94289166    0.001285036565299056
452      0.226          443711.70320895093    356311019.6274007    0.0012866843394605013
454      0.227          447406.0816417115    356756578.51982605    0.001288293309202135
456      0.228          481269.6271661257    357220916.37422997    0.001289970092160195
458      0.229          544183.3044711163    357733642.8400486    0.0012918216125388955
460      0.23          632601.210423456    358322035.09749585    0.0012939463716998916
462      0.231          740042.1143566599    359008356.7598859    0.0012964247663780951
464      0.232          858020.4679192764    359807388.0510239    0.0012993101698385923
466      0.233          975571.1009201806    360724183.8354436    0.0013026208358391269
468      0.234          1079935.661709634    361751937.21675855    0.001306332183812446
470      0.235          1159353.4827522426    362871581.7889895    0.0013103753625453352
472      0.236          1205385.7448322207    364053951.4027817    0.0013146450493686933
474      0.237          1212750.2080870785    365263019.37924135    0.0013190111473700425
476      0.238          1178644.5803426113    366458716.7734562    0.0013233289625009886
478      0.239          1103304.7112389926    367599691.419247    0.001327449166838187
480      0.24          991312.4845385767    368647000.0171358    0.0013312311311818523
482      0.241          851256.0430249388    369568284.2809176    0.0013345580056513511
484      0.242          694110.4853145137    370340967.5450873    0.0013373482630405556
486      0.243          531206.1404972591    370953625.8579932    0.0013395606500093355
488      0.244          373840.3962476216    371406149.12636566    0.0013411947689969132
490      0.245          232792.91071398364    371709465.77984643    0.0013422900839505157
492      0.246          118206.81228182037    371884965.6413443    0.0013429238362369393
494      0.247          38762.680481584786    371963450.38772607    0.0013432072546228245
496      0.248          -30.198522264914587    371982816.6287057    0.0013432771885783018
498      0.249          2598.228719472077    371984100.6438043    0.0013432818253198788
500      0.25          42765.5181606747    372006782.51724434    0.0013433637324452197
502      0.251          112767.10410257903    372084548.828376    0.0013436445564701837
504      0.252          203093.04350581998    372242478.9021802    0.0013442148620220753
506      0.253          302448.0001022863    372495249.4239842    0.0013451276484753895
508      0.254          398214.62043304706    372845580.7342519    0.0013463927393249945
510      0.255          479128.4947615955    373284252.29184926    0.0013479768380259484
512      0.256          537407.6885319892    373792520.38349605    0.0013498122586493501
514      0.257          569037.8614029239    374345743.1584635    0.0013518100163429736
516      0.258          572887.6033253741    374916705.89082766    0.0013538718352755362
518      0.259          550200.8593428719    375478250.12216175    0.0013558996428048335
520      0.26          504887.97375673614    376005794.53871155    0.0013578046726853412
522      0.261          444914.71564181714    376480695.8834108    0.001359519601748305
524      0.262          382232.1613739621    376894269.3219187    0.0013610130679540414
526      0.263          328984.22864909493    377249877.5169302    0.001362297214304563
528      0.264          294728.73586528486    377561733.99918747    0.0013634233676643418
530      0.265          285438.422975619    377851817.5786079    0.0013644708963070574
532      0.266          304337.38530485844    378146705.48274815    0.0013655357739764326
534      0.267          354059.7040503164    378475904.0274257    0.001366724551725863
536      0.268          435327.78426552564    378870597.7715837    0.001368149840957788
538      0.269          544562.6474121135    379360542.98742247    0.0013699190953498426
540      0.27          674365.675196584    379970007.1487268    0.0013721199478315673
542      0.271          814867.0496074732    380714623.51112884    0.0013748088520743006
544      0.272          954958.003527909    381599536.03769654    0.0013780043835819077
546      0.273          1084002.8768279974    382619016.4778745    0.0013816858569142092
548      0.274          1193189.4067969052    383757612.61968696    0.0013857974721714979
550      0.275          1275056.229877629    384991735.43802416    0.0013902540463885567
552      0.276          1322138.5815632814    386290332.84374464    0.0013949434465282205
554      0.277          1327496.2920988325    387615150.28057575    0.001399727530529881
556      0.278          1286391.428779516    388922094.1410149    0.0014044470707774421
558      0.279          1197790.4513665629    390164185.08108795    0.001408932418893953
560      0.28          1065812.7165320644    391295986.6650373    0.0014130194981399641
562      0.281          898600.7737263961    392278193.4101665    0.0014165663714260945
564      0.282          707345.1073959664    393081166.3507277    0.0014194660086832046
566      0.283          505972.1687327038    393687824.988792    0.0014216567300642388
568      0.284          310286.0721009518    394095954.1092088    0.0014231305361459797
570      0.285          136720.33064692322    394319457.31058276    0.0014239376345885927
572      0.286          2200.3589883405334    394388917.6554004    0.00142418846471443
574      0.287          -77621.48529408936    394351207.0922475    0.0014240522870820576
576      0.288          -92347.71980359494    394266222.48969865    0.0014237453968901426
578      0.289          -37514.38127945377    394201291.4391571    0.001423510922621107
580      0.29          85845.22910119755    394225456.863068    0.0014235981870355926
582      0.291          270164.11725302663    394403461.5362451    0.0014242409845150734
584      0.292          501984.8322451692    394789536.0109942    0.0014256351484706103
586      0.293          763222.2391598142    395422139.54669666    0.0014279195601717325
588      0.294          1032178.0668398465    396319839.69969654    0.0014311612694222749
590      0.295          1285181.3395138222    397478519.4028734    0.0014353454089700425
592      0.296          1499197.2191307854    398870708.68219566    0.0014403727812504223
594      0.297          1654593.1005673965    400447603.8420448    0.001446067149921003
596      0.298          1736981.1548658602    402143390.9697614    0.0014521908525855273
598      0.299          1737828.2322912714    403880795.66334    0.0014584648415653528
600      0.3          1655212.739866389    405577316.14941883    0.0014645911924800518
602      0.301          1494089.628419882    407151967.3335619    0.0014702774578693974
604      0.302          1266938.681646235    408532481.488595    0.0014752626697933568
