Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
2382      1.191          1113288.6553111575    859461644.4072344    0.003103625140143483
2384      1.192          1706572.2436792615    860871574.8567295    0.0031087165780422908
2386      1.193          2206418.6305580586    862828070.2938483    0.003115781731519158
2388      1.194          2566630.8533437904    865214595.0357991    0.0031243997754247725
2390      1.195          2750974.33569338    867873397.6303177    0.0031340010492323053
2392      1.196          2738141.6862540226    870617955.6412914    0.003143911996738654
2394      1.197          2525991.913907929    873250022.4413724    0.003153416724197321
2396      1.198          2131958.1445732694    875578997.470613    0.0031618269487821574
2398      1.199          1590857.0122726662    877440405.049036    0.0031685487279261605
2400      1.2          949074.611405857    878710370.8608752    0.0031731347357444213
2402      1.201          261377.01631593003    879315596.6747361    0.0031753202830153045
2404      1.202          -411964.72743324615    879240302.8191775    0.0031750483873413896
2406      1.203          -1009213.0230438479    878529713.943939    0.0031724823606759205
2408      1.204          -1474491.164883084    877287861.8499755    0.0031679978750630416
2410      1.205          -1763491.5686723778    875668870.4831977    0.0031621514916434865
2412      1.206          -1844811.776434809    873864718.8106441    0.003155636470846449
2414      1.207          -1704649.33056697    872089988.2571433    0.0031492276934464696
2416      1.208          -1350001.27300753    870562662.955356    0.0031437123278281777
2418      1.209          -807049.228380718    869484137.7046618    0.00313981763618706
2420      1.21          -119478.48590191698    869020873.8475206    0.0031381447315695014
2422      1.211          654188.3734316047    869288228.7912854    0.0031391101842225774
2424      1.212          1447763.2462099607    870339204.6011062    0.003142905391334225
2426      1.213          2191781.874580203    872158977.1615013    0.003149476821140939
2428      1.214          2819528.0625232076    874664632.130053    0.0031585250594230395
2430      1.215          3274235.8183993855    877711514.0705142    0.003169527737030586
2432      1.216          3514239.909573084    881105751.9345005    0.0031817847609883687
2434      1.217          3517002.123262774    884621372.9509184    0.0031944801149239093
2436      1.218          3282441.9608095656    888021094.9929545    0.0032067569429450604
2438      1.219          2831900.368088364    891078266.1574035    0.003217796776247045
2440      1.22          2205284.0226326915    893596858.3527641    0.0032268917324980383
2442      1.221          1459016.4326178706    895429008.5803893    0.003233507859632948
2444      1.222          660699.8572401975    896488866.7253184    0.0032373351419846307
2446      1.223          -116274.38105609645    896761079.4634104    0.0032383181367499087
2448      1.224          -798746.6642424188    896303568.9407612    0.0032366660081538114
2450      1.225          -1323108.2404881327    895242641.4883959    0.003232834864397186
2452      1.226          -1644421.2815446488    893758876.7273796    0.0032274768014233287
2454      1.227          -1739068.5293793394    892067131.8219175    0.0032213676957366833
2456      1.228          -1602026.805719887    890396584.1543679    0.0032153351359679567
2458      1.229          -1246019.6611733495    888972560.9209213    0.003210192807236671
2460      1.23          -703235.3035523532    887997933.4385585    0.0032066733036308736
2462      1.231          -24450.147306093517    887634090.7131292    0.003205359421345318
2464      1.232          725198.9942616508    887984465.1366069    0.0032066246678821996
2466      1.233          1474200.0575716533    889084164.6625236    0.0032105958225200465
2468      1.234          2154244.595155491    890898386.9888872    0.003217147209726854
2470      1.235          2705824.0983398743    893328421.335635    0.003225922372340632
2472      1.236          3080328.1691543143    896221497.469382    0.003236369637648486
2474      1.237          3244874.785214529    899384098.9465663    0.003247790193198249
2476      1.238          3187029.263101374    902600050.9707243    0.003259403404348068
2478      1.239          2915554.9363738894    905651343.070462    0.0032704220076008044
2480      1.24          2459980.6075416706    908339110.8424199    0.00328012787834233
2482      1.241          1869525.1722242334    910503863.7323027    0.0032879450759275377
2484      1.242          1208294.6999353901    912042773.6683826    0.003293502275131382
2486      1.243          545518.1394970543    912919680.0880988    0.00329666889557046
2488      1.244          -50593.83948971121    913167142.2381024    0.0032975625128190984
2490      1.245          -516980.0829984622    912883355.2768583    0.0032965377220642187
2492      1.246          -801408.1301581843    912224161.17028    0.003294157288434953
2494      1.247          -868133.3885054927    911389390.4109483    0.0032911428252162885
2496      1.248          -702921.5331674815    910603862.9501116    0.0032883061858018483
2498      1.249          -315290.8138988423    910094756.7765785    0.003286467738758328
2500      1.25          264076.56529273395    910069149.6522756    0.0032863752681806455
2502      1.251          987986.4873424524    910695181.1785932    0.003288635947521307
2504      1.252          1795295.5790479996    912086822.2117883    0.003293661340015301
2506      1.253          2615097.9230294367    914292018.962827    0.0033016245855190672
2508      1.254          3373360.786111122    917286248.3173974    0.003312437127952662
2510      1.255          4000881.687449692    920973369.5541778    0.003325751790962576
2512      1.256          4442499.88659604    925195060.3412006    0.0033409968525028766
2514      1.257          4661510.693846601    929747065.6314219    0.003357434721660541
2516      1.258          4639754.53600054    934397698.2463455    0.0033742287466122915
2518      1.259          4378417.700542681    938906784.3646171    0.003390511629189782
2520      1.26          3902329.2304764567    943047157.8301266    0.0034054630435556917
2522      1.261          3257766.0529049886    946627205.4718174    0.003418391050216566
2524      1.262          2503439.5858110897    949507808.2911754    0.0034287932728021865
2526      1.263          1703073.6357985346    951611064.9019802    0.0034363883995142913
2528      1.264          919897.7000684615    952922550.5699136    0.0034411243408054744
2530      1.265          215758.22332600434    953490378.531611    0.003443174839683077
2532      1.266          -352332.81289635645    953422091.2368257    0.0034429282455898714
2534      1.267          -740456.7008084347    952875696.4799733    0.0034409551447367446
2536      1.268          -922942.6755159494    952043996.7918112    0.003437951771546066
2538      1.269          -895612.5160715528    951134719.1960174    0.003434668254679387
2540      1.27          -671755.1758624441    950351035.3500504    0.00343183827279236
2542      1.271          -278417.45093868556    949875949.0366498    0.003430122675783926
2544      1.272          243970.3949154278    949858725.5086381    0.0034300604794370772
2546      1.273          842949.8254052011    950402185.6187985    0.0034320229829083305
2548      1.274          1461062.492904603    951554191.7779534    0.0034361830234411685
